url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,36,"Summertime, Summertime",The Jamies,"Summertime, SummertimeThe Jamies",1,28,26,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,52,Put A Ring On My Finger,Les Paul And Mary Ford,Put A Ring On My FingerLes Paul And Mary Ford,1,34,32,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,97,The Blob,The Five Blobs,The BlobThe Five Blobs,1,,97,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,69,Hoopa Hoola,Betty Johnson,Hoopa HoolaBetty Johnson,1,,69,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,94,Dance Everyone Dance,Betty Madigan,Dance Everyone DanceBetty Madigan,1,61,34,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,6,Tears On My Pillow,Little Anthony And The Imperials,Tears On My PillowLittle Anthony And The Imperials,1,6,6,9
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,7,Susie Darlin',Robin Luke,Susie Darlin'Robin Luke,1,7,7,9
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,21,Devoted To You,The Everly Brothers,Devoted To YouThe Everly Brothers,1,12,10,9
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,92,Need You,Donnie Owens,Need YouDonnie Owens,1,,92,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,93,It's Raining Outside,The Platters,It's Raining OutsideThe Platters,1,,93,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,96,Fried Onions,Lord Rockingham's XI,Fried OnionsLord Rockingham's XI,1,,96,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,81,The Day I Died,The Playmates,The Day I DiedThe Playmates,1,87,81,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,48,The Day The Rains Came,Jane Morgan,The Day The Rains CameJane Morgan,1,53,48,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,13,The End,Earl Grant,The EndEarl Grant,1,15,13,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,61,The Green Mosquito,The Tune Rockers,The Green MosquitoThe Tune Rockers,1,50,44,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,73,The Hula Hoop Song,Georgia Gibbs,The Hula Hoop SongGeorgia Gibbs,1,,73,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,99,The Hula Hoop Song,Teresa Brewer,The Hula Hoop SongTeresa Brewer,1,,99,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,88,All Over Again,Johnny Cash,All Over AgainJohnny Cash,1,,88,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,90,A Lover's Question,Clyde McPhatter,A Lover's QuestionClyde McPhatter,1,,90,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,95,Queen Of The Hop,Bobby Darin,Queen Of The HopBobby Darin,1,,95,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,39,The Secret,Gordon MacRae,The SecretGordon MacRae,1,43,39,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,70,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,The Ways Of A Woman In LoveJohnny Cash And The Tennessee Two,1,65,24,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,51,There Goes My Heart,Joni James,There Goes My HeartJoni James,1,62,51,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,50,This Little Girl's Gone Rockin',Ruth Brown,This Little Girl's Gone Rockin'Ruth Brown,1,57,50,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,79,The Ballad Of Thunder Road,Robert Mitchum,The Ballad Of Thunder RoadRobert Mitchum,2,99,79,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,98,Just Young,Paul Anka,Just YoungPaul Anka,1,,98,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,100,Just Young,Andy Rose,Just YoungAndy Rose,1,,100,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,62,Look Who's Blue,Don Gibson,Look Who's BlueDon Gibson,1,66,62,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,65,No One But You (In My Heart),The Ames Brothers,No One But You (In My Heart)The Ames Brothers,1,59,59,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,71,Give Myself A Party,Don Gibson,Give Myself A PartyDon Gibson,1,79,71,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,75,Forget Me Not,Kalin Twins,Forget Me NotKalin Twins,1,100,75,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,86,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,Leave Me Alone (Let Me Cry)Dicky Doo And The Don'ts,1,96,86,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,34,Pussy Cat,The Ames Brothers,Pussy CatThe Ames Brothers,1,60,34,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,60,Call Me,Johnny Mathis,Call MeJohnny Mathis,1,74,60,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,83,Bullwhip Rock,Cyclones,Bullwhip RockCyclones,1,91,83,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,23,Firefly,Tony Bennett,FireflyTony Bennett,1,23,23,5
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,35,"Gee, But It's Lonely",Pat Boone,"Gee, But It's LonelyPat Boone",1,46,35,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,46,Fibbin',Patti Page,Fibbin'Patti Page,1,48,46,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,54,For My Good Fortune,Pat Boone,For My Good FortunePat Boone,1,55,54,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,57,Hideaway,The Four Esquires,HideawayThe Four Esquires,1,54,54,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,63,"Nine More Miles (The ""Faster-Faster"" Song)",Georgie Young,"Nine More Miles (The ""Faster-Faster"" Song)Georgie Young",1,69,63,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,64,Nothin' Shakin',Eddie Fontaine,Nothin' Shakin'Eddie Fontaine,1,73,64,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,16,You Cheated,The Shields,You CheatedThe Shields,1,21,16,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,76,You Cheated,The Slades,You CheatedThe Slades,2,67,67,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,2,Bird Dog,The Everly Brothers,Bird DogThe Everly Brothers,1,3,2,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,3,Rock-in Robin,Bobby Day,Rock-in RobinBobby Day,1,4,3,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,9,Summertime Blues,Eddie Cochran,Summertime BluesEddie Cochran,1,8,8,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,14,Born Too Late,Poni-Tails,Born Too LatePoni-Tails,1,11,7,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,15,Chantilly Lace,Big Bopper,Chantilly LaceBig Bopper,1,16,15,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,18,Patricia,Perez Prado And His Orchestra,PatriciaPerez Prado And His Orchestra,1,20,2,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,28,Stupid Cupid,Connie Francis,Stupid CupidConnie Francis,1,17,17,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,29,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,Somebody Touched MeBuddy Knox with the Rhythm Orchids,1,35,22,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,30,Are You Really Mine,Jimmie Rodgers,Are You Really MineJimmie Rodgers,1,29,10,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,47,Poor Little Fool,Ricky Nelson,Poor Little FoolRicky Nelson,1,36,1,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,58,She Was Only Seventeen (He Was One Year More),Marty Robbins,She Was Only Seventeen (He Was One Year More)Marty Robbins,1,41,27,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,91,Over And Over,Bobby Day,Over And OverBobby Day,1,58,41,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,59,When I Grow Too Old To Dream,Ed Townsend,When I Grow Too Old To DreamEd Townsend,1,72,59,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,67,Willie And The Hand Jive,The Johnny Otis Show,Willie And The Hand JiveThe Johnny Otis Show,1,47,9,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,41,Win Your Love For Me,Sam Cooke,Win Your Love For MeSam Cooke,1,37,35,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,74,With Your Love,Jack Scott,With Your LoveJack Scott,1,89,74,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,84,"Come On, Let's Go",Ritchie Valens,"Come On, Let's GoRitchie Valens",1,76,76,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,89,Real Wild Child,Ivan,Real Wild ChildIvan,1,85,85,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,20,It's Only Make Believe,Conway Twitty,It's Only Make BelieveConway Twitty,1,33,20,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,40,Mexican Hat Rock,The Applejacks,Mexican Hat RockThe Applejacks,1,51,40,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,42,I Wish,The Platters,I WishThe Platters,1,63,42,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards,1,1,1,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,10,Near You,Roger Williams,Near YouRoger Williams,1,10,10,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,11,How The Time Flies,Jerry Wallace,How The Time FliesJerry Wallace,1,13,11,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,31,Down The Aisle Of Love,The Quin-Tones,Down The Aisle Of LoveThe Quin-Tones,1,27,20,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,33,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,24,21,8
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,56,"To Know Him, Is To Love Him",The Teddy Bears,"To Know Him, Is To Love HimThe Teddy Bears",1,80,56,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,37,Tom Dooley,The Kingston Trio,Tom DooleyThe Kingston Trio,1,83,37,2
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,78,Topsy I,Cozy Cole,Topsy ICozy Cole,1,88,71,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,22,Topsy II,Cozy Cole,Topsy IICozy Cole,1,39,22,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,26,Treasure Of Your Love,Eileen Rodgers,Treasure Of Your LoveEileen Rodgers,1,32,26,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,44,La-Do-Dada,Dale Hawkins,La-Do-DadaDale Hawkins,1,45,44,6
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,27,No One Knows,Dion & The Belmonts,No One KnowsDion & The Belmonts,1,30,27,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,55,Baby Face,Little Richard,Baby FaceLittle Richard,1,56,55,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,68,Ten Commandments Of Love,Harvey & The Moonglows,Ten Commandments Of LoveHarvey & The Moonglows,1,49,46,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,80,Break-Up,Jerry Lee Lewis And His Pumping Piano,Break-UpJerry Lee Lewis And His Pumping Piano,1,52,52,4
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,53,La Paloma,Billy Vaughn And His Orchestra,La PalomaBilly Vaughn And His Orchestra,1,44,26,9
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,4,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré)Domenico Modugno,1,2,1,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,5,Little Star,The Elegants,Little StarThe Elegants,1,5,1,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,12,Just A Dream,Jimmy Clanton And His Rockets,Just A DreamJimmy Clanton And His Rockets,1,9,4,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,8,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,Tea For Two Cha ChaThe Tommy Dorsey Orchestra,1,14,8,6
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,17,"Promise Me, Love",Andy Williams,"Promise Me, LoveAndy Williams",1,25,17,6
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,38,Fever,Peggy Lee,FeverPeggy Lee,1,40,8,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,45,Everybody Loves A Lover,Doris Day,Everybody Loves A LoverDoris Day,1,22,14,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,66,Ginger Bread,Frankie Avalon,Ginger BreadFrankie Avalon,1,64,9,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,82,If Dreams Came True,Pat Boone,If Dreams Came TruePat Boone,1,81,12,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,77,Over The Weekend,The Playboys,Over The WeekendThe Playboys,1,84,62,6
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,85,Blue Ribbon Baby,Tommy Sands And The Raiders,Blue Ribbon BabyTommy Sands And The Raiders,1,68,50,6
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,19,Carol,Chuck Berry,CarolChuck Berry,1,18,18,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,49,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,RamrodDuane Eddy His Twangy Guitar And The Rebels,1,38,28,7
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,43,Volare (Nel Blu Dipinto Di Blu),Dean Martin,Volare (Nel Blu Dipinto Di Blu)Dean Martin,1,31,15,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,87,Well I'm Your Man,Johnny Tillotson,Well I'm Your ManJohnny Tillotson,1,,87,1
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,72,"Wendy, Wendy",The Four Coins,"Wendy, WendyThe Four Coins",1,75,72,3
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,32,Western Movies,The Olympics,Western MoviesThe Olympics,1,26,8,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,24,My True Love,Jack Scott,My True LoveJack Scott,1,19,3,10
http://www.billboard.com/charts/hot-100/1958-10-04,10/4/1958,25,Itchy Twitchy Feeling,Bobby Hendricks,Itchy Twitchy FeelingBobby Hendricks,1,42,25,10
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,43,Stupid Cupid,Connie Francis,Stupid CupidConnie Francis,1,28,17,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,65,She Was Only Seventeen (He Was One Year More),Marty Robbins,She Was Only Seventeen (He Was One Year More)Marty Robbins,1,58,27,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,34,Carol,Chuck Berry,CarolChuck Berry,1,19,18,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,71,Poor Little Fool,Ricky Nelson,Poor Little FoolRicky Nelson,1,47,1,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,91,Over And Over,Bobby Day,Over And OverBobby Day,1,91,41,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,64,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,RamrodDuane Eddy His Twangy Guitar And The Rebels,1,49,28,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,83,The Blob,The Five Blobs,The BlobThe Five Blobs,1,97,83,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,70,I Got A Feeling,Ricky Nelson,I Got A FeelingRicky Nelson,1,,70,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,45,"Summertime, Summertime",The Jamies,"Summertime, SummertimeThe Jamies",1,36,26,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,49,Put A Ring On My Finger,Les Paul And Mary Ford,Put A Ring On My FingerLes Paul And Mary Ford,1,52,32,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,85,Guaglione,Perez Prado And His Orchestra,GuaglionePerez Prado And His Orchestra,1,,85,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,86,Fallin',Connie Francis,Fallin'Connie Francis,1,,86,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,87,Love Makes The World Go 'round,Perry Como,Love Makes The World Go 'roundPerry Como,1,,87,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,89,Go Chase A Moonbeam,Jerry Vale,Go Chase A MoonbeamJerry Vale,1,,89,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,96,Geraldine,Jack Scott,GeraldineJack Scott,1,,96,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,25,The Day The Rains Came,Jane Morgan,The Day The Rains CameJane Morgan,1,48,25,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,7,The End,Earl Grant,The EndEarl Grant,1,13,7,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,54,The Green Mosquito,The Tune Rockers,The Green MosquitoThe Tune Rockers,1,61,44,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,47,The Hula Hoop Song,Georgia Gibbs,The Hula Hoop SongGeorgia Gibbs,1,73,47,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,74,The Hula Hoop Song,Teresa Brewer,The Hula Hoop SongTeresa Brewer,1,99,74,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,94,Bluebell,Mitch Miller and his Orchestra and Chorus,BluebellMitch Miller and his Orchestra and Chorus,1,,94,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,39,The Secret,Gordon MacRae,The SecretGordon MacRae,1,39,39,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,75,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,The Ways Of A Woman In LoveJohnny Cash And The Tennessee Two,1,70,24,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,61,There Goes My Heart,Joni James,There Goes My HeartJoni James,1,51,51,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,38,This Little Girl's Gone Rockin',Ruth Brown,This Little Girl's Gone Rockin'Ruth Brown,1,50,38,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,77,The Ballad Of Thunder Road,Robert Mitchum,The Ballad Of Thunder RoadRobert Mitchum,2,79,77,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,97,Non Dimenticar (Don't Forget),Nat King Cole,Non Dimenticar (Don't Forget)Nat King Cole,1,,97,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,100,I'll Wait For You,Frankie Avalon,I'll Wait For YouFrankie Avalon,1,,100,1
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,73,Hoopa Hoola,Betty Johnson,Hoopa HoolaBetty Johnson,1,69,69,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,76,Need You,Donnie Owens,Need YouDonnie Owens,1,92,76,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,81,Just Young,Paul Anka,Just YoungPaul Anka,1,98,81,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,78,Queen Of The Hop,Bobby Darin,Queen Of The HopBobby Darin,1,95,78,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,88,All Over Again,Johnny Cash,All Over AgainJohnny Cash,1,88,88,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,16,It's Only Make Believe,Conway Twitty,It's Only Make BelieveConway Twitty,1,20,16,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,27,Mexican Hat Rock,The Applejacks,Mexican Hat RockThe Applejacks,1,40,27,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,51,I Wish,The Platters,I WishThe Platters,1,42,42,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,92,Just Young,Andy Rose,Just YoungAndy Rose,1,100,92,2
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,53,No One But You (In My Heart),The Ames Brothers,No One But You (In My Heart)The Ames Brothers,1,65,53,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,62,Forget Me Not,Kalin Twins,Forget Me NotKalin Twins,1,75,62,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,63,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,Leave Me Alone (Let Me Cry)Dicky Doo And The Don'ts,1,86,63,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,67,Look Who's Blue,Don Gibson,Look Who's BlueDon Gibson,1,62,62,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,69,Give Myself A Party,Don Gibson,Give Myself A PartyDon Gibson,1,71,69,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,15,You Cheated,The Shields,You CheatedThe Shields,1,16,15,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,60,You Cheated,The Slades,You CheatedThe Slades,2,76,60,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,90,Dance Everyone Dance,Betty Madigan,Dance Everyone DanceBetty Madigan,1,94,34,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,4,Tears On My Pillow,Little Anthony And The Imperials,Tears On My PillowLittle Anthony And The Imperials,1,6,4,10
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,5,Susie Darlin',Robin Luke,Susie Darlin'Robin Luke,1,7,5,10
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,19,Devoted To You,The Everly Brothers,Devoted To YouThe Everly Brothers,1,21,10,10
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,2,Rock-in Robin,Bobby Day,Rock-in RobinBobby Day,1,3,2,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,3,Bird Dog,The Everly Brothers,Bird DogThe Everly Brothers,1,2,2,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,11,Chantilly Lace,Big Bopper,Chantilly LaceBig Bopper,1,15,11,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,12,Summertime Blues,Eddie Cochran,Summertime BluesEddie Cochran,1,9,8,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,21,Born Too Late,Poni-Tails,Born Too LatePoni-Tails,1,14,7,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,26,Are You Really Mine,Jimmie Rodgers,Are You Really MineJimmie Rodgers,1,30,10,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,30,Patricia,Perez Prado And His Orchestra,PatriciaPerez Prado And His Orchestra,1,18,2,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,37,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,Somebody Touched MeBuddy Knox with the Rhythm Orchids,1,29,22,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,59,When I Grow Too Old To Dream,Ed Townsend,When I Grow Too Old To DreamEd Townsend,1,59,59,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,33,Win Your Love For Me,Sam Cooke,Win Your Love For MeSam Cooke,1,41,33,11
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,52,With Your Love,Jack Scott,With Your LoveJack Scott,1,74,52,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,29,Pussy Cat,The Ames Brothers,Pussy CatThe Ames Brothers,1,34,29,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,46,Call Me,Johnny Mathis,Call MeJohnny Mathis,1,60,46,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,23,For My Good Fortune,Pat Boone,For My Good FortunePat Boone,1,54,23,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,44,"Gee, But It's Lonely",Pat Boone,"Gee, But It's LonelyPat Boone",1,35,35,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,48,Fibbin',Patti Page,Fibbin'Patti Page,1,46,46,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,58,"Nine More Miles (The ""Faster-Faster"" Song)",Georgie Young,"Nine More Miles (The ""Faster-Faster"" Song)Georgie Young",1,63,58,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,79,Hideaway,The Four Esquires,HideawayThe Four Esquires,1,57,54,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,32,La-Do-Dada,Dale Hawkins,La-Do-DadaDale Hawkins,1,44,32,7
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,24,No One Knows,Dion & The Belmonts,No One KnowsDion & The Belmonts,1,27,24,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,40,"To Know Him, Is To Love Him",The Teddy Bears,"To Know Him, Is To Love HimThe Teddy Bears",1,56,40,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,17,Tom Dooley,The Kingston Trio,Tom DooleyThe Kingston Trio,1,37,17,3
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,55,Topsy I,Cozy Cole,Topsy ICozy Cole,1,78,55,5
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,13,Topsy II,Cozy Cole,Topsy IICozy Cole,1,22,13,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,28,Treasure Of Your Love,Eileen Rodgers,Treasure Of Your LoveEileen Rodgers,1,26,26,8
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,20,Firefly,Tony Bennett,FireflyTony Bennett,1,23,20,6
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,68,Real Wild Child,Ivan,Real Wild ChildIvan,1,89,68,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,80,"Come On, Let's Go",Ritchie Valens,"Come On, Let's GoRitchie Valens",1,84,76,4
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards,1,1,1,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,10,Near You,Roger Williams,Near YouRoger Williams,1,10,10,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,18,How The Time Flies,Jerry Wallace,How The Time FliesJerry Wallace,1,11,11,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,35,Down The Aisle Of Love,The Quin-Tones,Down The Aisle Of LoveThe Quin-Tones,1,31,20,9
http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,72,Lazy Summer Night,The Four Preps,Lazy Summer NightThe Four Preps,1,33,21,9
